datetime,latitude,longitude
2014-03-18 01:01,35.6695599076,139.7033619462
2014-03-18 01:07,35.6669161083,139.708761277
2014-03-18 03:29,35.6658712535,139.7111380851
2014-03-18 05:10,35.6665994821,139.7109739809
2014-03-18 10:16,35.6649259828,139.7123009728
2014-03-18 10:21,35.663202956,139.7109743919
2014-03-18 11:20,35.661039808,139.7071844779
2014-03-18 11:27,35.659807168,139.7047358421
2014-03-18 11:36,35.6593445819,139.7015204443
2014-03-18 11:43,35.6576070127,139.7010400128
2014-03-18 11:53,35.6558637603,139.6984703256
2014-03-19 00:19,35.6549889458,139.696948804
2014-03-19 00:24,35.6566616127,139.6990152609
2014-03-19 00:30,35.6583171372,139.7019867188
2014-03-19 00:36,35.6600714418,139.7046459294
2014-03-19 00:42,35.6615743897,139.7082249616
2014-03-19 00:48,35.663817662,139.711365465
2014-03-19 00:54,35.6661766875,139.7109783795
2014-03-19 10:40,35.6661766875,139.7109783795
2014-03-19 10:47,35.667323473,139.7079991383
2014-03-19 10:54,35.6686416589,139.705463361
2014-03-19 11:34,35.6702306451,139.7030283483
2014-03-19 11:40,35.6852572085,139.7017121894
2014-03-19 11:46,35.6914896132,139.7014032341
2014-03-19 11:51,35.6939054622,139.7025178964
2014-03-19 11:57,35.6956157239,139.7024176251
2014-03-19 12:03,35.6970922507,139.7004095701
2014-03-19 12:08,35.6969288862,139.7001631584
2014-03-19 12:14,35.7159657628,139.7040907234
2014-03-19 12:20,35.7172658023,139.6696259622
2014-03-19 12:26,35.7197483686,139.6530140292
2014-03-20 00:32,35.7192579757,139.6551766731
2014-03-20 00:38,35.715043881,139.6860642262
2014-03-20 00:43,35.712677602,139.7037682572
2014-03-20 00:49,35.7003543543,139.7001304721
2014-03-20 00:55,35.6789141339,139.7037179248
2014-03-20 01:01,35.6698331189,139.7030096303
2014-03-20 01:07,35.665749386,139.7112514692
2014-03-20 10:07,35.6660529081,139.7106474452
2014-03-20 10:13,35.6677556594,139.7070943412
2014-03-20 10:19,35.6689158488,139.7045898352
2014-03-20 10:25,35.671272922,139.7028534507
2014-03-20 10:30,35.6948520331,139.6996502393
2014-03-20 10:36,35.7127272092,139.7037086965
2014-03-20 10:42,35.7121493501,139.703601276
2014-03-20 10:48,35.7159387647,139.6902999679
2014-03-20 10:54,35.7193719621,139.6640977758
2014-03-20 11:00,35.7195780615,139.6516740217
2014-03-20 19:34,35.7196609643,139.6534471205
2014-03-20 19:50,35.7150402093,139.685239942
2014-03-20 19:56,35.7131935822,139.7048827131
2014-03-20 20:10,35.7130638383,139.70395901
2014-03-20 20:17,35.690684942,139.7001923611
2014-03-20 20:24,35.6571892538,139.702203057
2014-03-20 20:30,35.6262983161,139.7234129
2014-03-20 20:37,35.627773049,139.7388095275
2014-03-21 02:03,34.7625622462,137.3823185553
2014-03-21 02:10,34.8167276609,137.2918780023
2014-03-21 02:17,34.822965955,137.2262695726
2014-03-21 02:24,34.9191638732,137.1577824897
2014-03-21 02:31,34.9604071721,137.0868257125
2014-03-21 02:38,34.9909396127,137.0092697108
2014-03-21 02:45,35.0877974109,136.9304606404
2014-03-21 02:52,35.1551799009,136.8874654063
2014-03-21 02:59,35.1710619418,136.8835246262
2014-03-21 04:27,35.1713537757,136.8861362663
2014-03-21 04:56,35.2434755098,136.8254873087
2014-03-21 05:09,35.3934774697,136.7750657936
2014-03-21 05:22,35.3670089941,136.6177935651
2014-03-21 09:09,34.8101805341,134.6163525314
2014-03-21 09:19,34.8257601108,134.521963563
2014-03-21 09:30,34.8294212268,134.3974195075
2014-03-21 09:41,34.8016906295,134.2724796583
2014-03-21 09:51,34.7864521491,134.1100549791
2014-03-21 10:02,34.7347129373,134.0421525442
2014-03-21 10:12,34.6858059739,133.9886567486
2014-03-21 10:23,34.6788583188,133.9372034947
2014-03-21 10:34,34.6662205304,133.9189968367
2014-03-21 10:48,34.6677165932,133.9166983203
2014-03-21 10:54,34.6690044749,133.9127558413
2014-03-21 12:21,34.6689408097,133.9103844742
2014-03-21 12:27,34.6690373615,133.9139624922
2014-03-21 12:33,34.6681939051,133.9173363392
2014-03-21 13:21,34.6666090314,133.9174967665
2014-03-21 13:28,34.6655965992,133.9205341069
2014-03-21 13:34,34.6656046158,133.9263017057
2014-03-21 13:40,34.6656475798,133.9303019605
2014-03-21 15:04,34.6656784893,133.9275967964
2014-03-21 15:09,34.6656422799,133.9232024162
2014-03-21 15:15,34.6658965312,133.9188315145
2014-03-21 15:21,34.6662973003,133.9174712679
2014-03-21 15:26,34.6684990318,133.9167526203
2014-03-21 15:32,34.6690000794,133.9126533197
2014-03-21 15:38,34.6689452349,133.9097224427
2014-03-22 00:21,34.6690157418,133.9124736922
2014-03-22 00:27,34.6689441671,133.9157482823
2014-03-22 00:33,34.6676234191,133.9174454238
2014-03-22 00:39,34.6654882297,133.9189296454
2014-03-22 00:48,34.6659278669,133.9192842856
2014-03-22 00:56,34.6657000332,133.9241779611
2014-03-22 01:04,34.6654824147,133.9307166029
2014-03-22 01:12,34.6658924638,133.9327196274
2014-03-22 01:20,34.6647002386,133.9362217742
2014-03-22 01:49,34.6661288696,133.9327731454
2014-03-22 01:54,34.6680444489,133.9335020533
2014-03-22 02:00,34.6685053735,133.9348841679
2014-03-22 02:05,34.6672973823,133.9353543056
2014-03-22 02:52,34.668684655,133.934228638
2014-03-22 02:57,34.6694186514,133.9318147273
2014-03-22 03:03,34.6682448489,133.9302724821
2014-03-22 03:09,34.6656288818,133.9298956374
2014-03-22 03:14,34.6655567487,133.9201017023
2014-03-22 04:12,34.6666877435,133.9155484589
2014-03-22 04:18,34.6684436828,133.9159163423
2014-03-22 04:53,34.6664057768,133.9165489262
2014-03-22 05:12,34.9898252496,135.7461153122
2014-03-22 05:24,35.0436831088,135.7627966444
2014-03-22 11:19,35.0408607018,135.7655945523
2014-03-22 11:29,35.0408639849,135.7655870573
2014-03-22 11:35,35.0438248306,135.7650246662
2014-03-22 11:47,35.0439761873,135.768314375
2014-03-22 11:54,35.0430628083,135.7645429895
2014-03-22 22:15,35.0410104425,135.7650740095
2014-03-22 22:24,35.043699343,135.7632352796
2014-03-22 22:34,35.0434804988,135.7591348049
2014-03-22 22:43,34.9854933017,135.7597335557
2014-03-22 22:53,34.9870339553,135.7595413065
2014-03-23 00:00,34.9857029678,135.758946099
2014-03-23 00:34,34.9926116978,135.8173056634
2014-03-23 00:42,34.9808899943,135.8960247864
2014-03-23 00:49,35.0202946032,135.9599225369
2014-03-23 00:56,35.0688566729,136.0227365697
2014-03-23 01:04,35.1279617145,136.1087308579
2014-03-23 01:11,35.23343053,136.2329358919
2014-03-23 01:18,35.3151511554,136.2901227795
2014-03-23 01:26,35.3144641677,136.290044232
2014-03-23 01:33,35.3588917997,136.3737226036
2014-03-23 01:41,35.3612537976,136.4633175051
2014-03-23 01:48,35.3696204929,136.5301750439
2014-03-23 01:55,35.369216387,136.6080174892
2014-03-23 02:03,35.3672982413,136.6182960109
2014-03-23 02:10,35.3935418081,136.6868064664
2014-03-23 02:17,35.4103132335,136.7537293086
2014-03-23 02:25,35.3356544078,136.7820283268
2014-03-23 02:32,35.2597578598,136.8185314318
2014-03-23 02:40,35.179620964,136.8768591711
2014-03-23 02:47,35.1711949353,136.8843893981
2014-03-23 03:32,35.1716458145,136.8844057091
2014-03-23 03:38,35.1708451126,136.8833098208
2014-03-23 04:19,35.14897189,136.8893428302
2014-03-23 04:25,35.0795865347,136.9346181976
2014-03-23 04:32,35.0087950439,136.9618381998
2014-03-23 04:39,34.9699641636,137.0619387376
2014-03-23 04:45,34.9230029734,137.157300166
2014-03-23 04:52,34.8249361649,137.1979844972
2014-03-23 04:59,34.8134376052,137.2721197032
2014-03-23 05:05,34.7652469437,137.3805441058
2014-03-23 05:23,34.7596006144,137.3843360072
2014-03-23 05:30,34.7247132801,137.443572538
2014-03-23 05:37,34.7214582351,137.5269851636
2014-03-23 05:44,34.6944364039,137.5901584756
2014-03-23 05:51,34.6856988136,137.6558877149
2014-03-23 08:47,35.1040053351,139.078164715
2014-03-23 08:54,35.1574913661,139.1328521936
2014-03-23 09:00,35.2257789619,139.1407887295
2014-03-23 09:07,35.259287674,139.1580295551
2014-03-23 09:14,35.2791362077,139.1999154676
2014-03-23 09:21,35.2816715735,139.2157368604
2014-03-23 09:28,35.2988544952,139.2574052716
2014-03-23 09:34,35.3278395392,139.3500079089
2014-03-23 09:41,35.3306500076,139.4077096522
2014-03-23 09:48,35.3385751116,139.4900096166
2014-03-23 09:55,35.3629661849,139.5295143393
2014-03-23 10:01,35.4009104608,139.5342181808
2014-03-23 10:08,35.4504783255,139.6038104976
2014-03-23 10:15,35.486137635,139.6522965324
2014-03-23 10:22,35.5375505269,139.7038607489
2014-03-23 10:28,35.6210085602,139.7378187042
2014-03-23 10:53,35.619387398,139.7287052762
2014-03-23 10:59,35.6495879747,139.7086254354
2014-03-23 11:05,35.6832823915,139.7022069014
2014-03-23 11:12,35.7119631749,139.7035155527
2014-03-23 11:20,35.7131409912,139.7041406587
2014-03-23 11:27,35.7156131721,139.6731612451
2014-03-23 11:45,35.7199950368,139.6526630622
2014-03-24 00:13,35.7195972631,139.6521554757
2014-03-24 00:19,35.7191921006,139.6651376772
2014-03-24 00:25,35.7158064525,139.6952753102
2014-03-24 00:31,35.7128326686,139.703715847
2014-03-24 00:37,35.6998882546,139.6999825027
2014-03-24 00:43,35.6708760074,139.7024155586
2014-03-24 00:49,35.6686678233,139.7050928732
2014-03-24 00:55,35.6667160154,139.7092245365
2014-03-24 03:28,35.6658060345,139.7111547659
2014-03-24 03:45,35.6631317512,139.7105494381
2014-03-24 04:56,35.6639050997,139.7099404177
2014-03-24 10:03,35.6651646588,139.7125798697
2014-03-24 10:08,35.6624607248,139.7134305445
2014-03-24 11:10,35.6642838825,139.7140585158
2014-03-24 11:19,35.6671810797,139.7583973416
2014-03-24 11:27,35.6720425695,139.7640313534
2014-03-24 11:36,35.6731107855,139.7644017721
2014-03-24 14:31,35.6751075617,139.7632018953
2014-03-24 14:37,35.6815729514,139.7668953255
2014-03-24 14:42,35.6990627487,139.7730132328
2014-03-24 14:48,35.718483418,139.7798498944
2014-03-24 14:54,35.7369682699,139.761951919
2014-03-24 15:00,35.7357567629,139.7454355779
2014-03-24 15:23,35.7123348454,139.7035757285
2014-03-24 15:29,35.7156702974,139.6737696047
2014-03-24 15:35,35.7194909618,139.6536958727
2014-03-25 00:29,35.7197516016,139.6535171875
2014-03-25 00:34,35.7157582715,139.6727924701
2014-03-25 00:40,35.7158781995,139.6954128131
2014-03-25 00:45,35.7128005298,139.7037555276
2014-03-25 00:51,35.6906586579,139.7001052777
2014-03-25 00:57,35.6709337539,139.7027951473
2014-03-25 01:02,35.6695903765,139.7034512982
2014-03-25 02:49,35.6665029499,139.709802387
2014-03-25 03:57,35.6670860568,139.7083919121
2014-03-25 04:03,35.6659333977,139.7105377129
2014-03-25 09:37,35.666533149,139.7100664727
2014-03-25 09:43,35.6680558091,139.7062969626
2014-03-25 09:48,35.6694761118,139.7035631085
2014-03-25 09:54,35.6710688433,139.7025388166
2014-03-25 09:59,35.6906080835,139.7001355594
2014-03-25 10:05,35.7127719329,139.7037427434
2014-03-25 10:10,35.7159078241,139.6958269449
2014-03-25 10:16,35.7156510056,139.673326313
2014-03-25 10:21,35.7196553964,139.6534160781
2014-03-25 10:27,35.71957778930664,139.6516265869141
2014-03-26 00:27,35.7157899181,139.6767078951
2014-03-26 00:33,35.7158141744,139.6952930253
2014-03-26 00:38,35.7128461719,139.7037809877
2014-03-26 00:44,35.6905998967,139.7001573438
2014-03-26 00:50,35.6709267859,139.7028752771
2014-03-26 00:56,35.6685650107,139.705547374
2014-03-26 01:01,35.6668299315,139.7089779863
2014-03-26 03:24,35.6659326575,139.711311936
2014-03-26 04:37,35.6666742726,139.7083420018
2014-03-26 04:42,35.6660762617,139.7105553791
2014-03-26 10:17,35.6663631268,139.7102061119
2014-03-26 11:15,35.6681836177,139.7061890955
2014-03-26 11:21,35.6701262902,139.7030586161
2014-03-26 11:27,35.6853399088,139.7018132626
2014-03-26 11:33,35.7127937412,139.7037655441
2014-03-26 11:39,35.7129859134,139.7039168264
2014-03-26 11:45,35.7164488043,139.6990686044
2014-03-26 11:51,35.7185523231,139.6673266096
2014-03-27 00:30,35.7195777893,139.6516265869
2014-03-27 00:36,35.7151098931,139.6861369064
2014-03-27 00:42,35.7151492657,139.7048229189
2014-03-27 00:48,35.7004169263,139.7000489013
2014-03-27 00:54,35.6709716176,139.7028488573
2014-03-27 01:00,35.6688351964,139.7055791029
2014-03-27 01:05,35.6671772025,139.708191284
2014-03-27 03:41,35.6659264297,139.7112306432
2014-03-27 03:47,35.667191335,139.7082274131
2014-03-27 03:53,35.6700236472,139.7082740598
2014-03-27 04:52,35.6699483824,139.7083078792
2014-03-27 04:57,35.6671797989,139.7082998487
2014-03-27 05:02,35.6657432338,139.7112275891
2014-03-27 10:29,35.6669264344,139.7087743192
2014-03-27 10:35,35.6686919366,139.7057659227
2014-03-27 10:40,35.6705912083,139.7026016182
2014-03-27 10:46,35.6904686794,139.6999730398
2014-03-27 10:52,35.6906947887,139.7008370521
2014-03-27 11:22,35.6934527351,139.7007906709
2014-03-27 12:12,35.695214421,139.7000579864
2014-03-27 12:18,35.6955538054,139.7000922381
2014-03-27 12:24,35.7158560961,139.696146422
2014-03-27 12:29,35.7193186475,139.6651894341
2014-03-27 12:35,35.7196634263,139.6533238896
2014-03-28 00:33,35.7192240386,139.6649954904
2014-03-28 00:39,35.7151257996,139.6863362973
2014-03-28 00:46,35.712444874,139.703651608
2014-03-28 00:52,35.7007955974,139.7002507538
2014-03-28 00:59,35.6797235173,139.7036248043
2014-03-28 01:05,35.6693272246,139.7037189219
2014-03-28 03:37,35.6676385826,139.7113193347
2014-03-28 03:43,35.6653651477,139.7098202537
2014-03-28 03:48,35.6633920659,139.7098027819
2014-03-28 09:25,35.6655494639,139.7128053674
2014-03-28 09:43,35.6673763085,139.7078484347
2014-03-28 09:54,35.6698528471,139.7032750563
2014-03-28 10:04,35.6811549297,139.7032347123
2014-03-28 10:20,35.6902012158,139.6986185841
2014-03-28 10:26,35.6879300656,139.6978718152
2014-03-28 10:36,35.685085702,139.69693344
2014-03-28 14:03,35.6890204813,139.6988492227
2014-03-28 14:18,35.6611784792,139.7012898586
2014-03-28 14:37,35.6669370724,139.7572737717
2014-03-28 15:36,35.6668736479,139.7584264432
2014-03-28 16:43,35.7089955915,139.9593037829
2014-03-28 16:58,35.7525761687,140.0092771327
2014-03-28 17:14,35.7847989594,140.0387187285
2014-03-28 17:31,35.8010909917,140.1159652651
2014-03-28 17:47,35.7889701588,140.2038197849
2014-03-28 18:03,35.7731201662,140.2853723689
2014-03-28 18:20,35.7726607605,140.3148538781
2014-03-28 18:36,35.7780040486,140.3826333702
2014-03-28 23:27,0.0,0.0
2014-03-28 23:36,33.5977653622,130.447966827
2014-03-28 23:45,33.5864424061,130.4387459093
2014-03-28 23:54,33.5829418796,130.4425866546
2014-03-29 00:02,33.5421725954,130.4850305696
2014-03-29 00:11,33.4913291135,130.5124534325
2014-03-29 00:20,33.3966804196,130.5365882661
2014-03-29 00:29,33.3540155952,130.3963576421
2014-03-29 00:37,33.3168328354,130.2766660458
2014-03-29 00:46,33.2978323531,130.2815391978
2014-03-29 00:55,33.2723739605,130.2941934645
2014-03-29 02:30,33.264538112,130.2979576696
2014-03-29 02:36,33.2728991874,130.2811882281
2014-03-29 02:42,33.2653934094,130.2486493505
2014-03-29 02:49,33.2479897256,130.1960642535
2014-03-29 03:02,33.2338860985,130.1818005055
2014-03-29 03:08,33.2152001127,130.1297017422
2014-03-29 03:15,33.2153779722,130.0918893132
2014-03-29 03:21,33.2203472972,130.0566216185
2014-03-29 03:28,33.2045052332,130.0357387484
2014-03-29 03:34,33.193161042,130.0227966102
2014-03-29 03:55,33.1951267264,130.0203215907
2014-03-29 04:52,33.1907211558,130.0110246001
2014-03-29 04:59,33.1635414901,130.0037176138
2014-03-29 05:06,33.1283770453,129.9940547789
2014-03-29 06:05,33.1437442174,129.9908115577
2014-03-29 06:13,33.1896920598,130.0114907492
2014-03-29 06:21,33.2022331727,130.0318350107
2014-03-29 06:29,33.2182643962,130.0520786167
2014-03-29 06:36,33.2166644027,130.0831275392
2014-03-29 06:44,33.214349919,130.1268093017
2014-03-29 06:52,33.2186858266,130.1691532846
2014-03-29 07:00,33.2582588058,130.2047174458
2014-03-29 07:08,33.2720785979,130.2707064866
2014-03-29 07:15,33.2732445716,130.2939145688
2014-03-29 07:55,33.2643875409,130.2977683646
2014-03-29 08:04,33.3671540683,130.4843071258
2014-03-29 08:14,33.3742511733,130.5196201217
2014-03-29 08:23,33.4443488352,130.5367837435
2014-03-29 08:33,33.5071197053,130.5010886056
2014-03-29 08:42,33.590304267,130.4204552729
2014-03-29 09:36,33.5911777946,130.3990866246
2014-03-29 09:54,33.5902036993,130.3985386869
2014-03-29 10:00,33.5885578161,130.3965475317
2014-03-29 10:06,33.5868095913,130.3942712977
2014-03-29 11:59,33.5870704931,130.3922106687
2014-03-29 12:03,33.588585075,130.3937041496
2014-03-30 04:26,33.5883812677,130.3929170943
2014-03-30 04:31,33.5876126325,130.3909919313
2014-03-30 04:36,33.5872851897,130.3936909642
2014-03-30 04:42,33.5880254762,130.3959713079
2014-03-30 05:32,33.5892890657,130.3979715797
2014-03-30 05:45,33.5889350249,130.3998275665
2014-03-30 08:42,33.5881905542,130.3993214213
2014-03-30 08:47,33.5872560171,130.4007797389
2014-03-30 12:53,33.5888689923,130.3998823098
2014-03-30 12:58,33.5910340139,130.3986413922
2014-03-30 14:46,33.5878796481,130.4014078015
2014-03-30 15:05,33.5862522246,130.4008678274
2014-03-30 20:19,33.5857686014,130.399881613
2014-03-30 20:43,33.5880770817,130.4008961147
2014-03-30 21:10,33.5978338271,130.4479160824
2014-03-31 00:01,35.5705812046,139.7507399819
2014-03-31 00:28,35.6513917045,139.7565713029
2014-03-31 00:56,35.6654265812,139.7111558901
2014-03-31 02:56,35.6642153803,139.7118883726
2014-03-31 04:08,35.6633969142,139.7094975269
2014-03-31 09:21,35.6707110007,139.7024653639
2014-03-31 09:41,35.7158360687,139.7040477397
2014-03-31 10:09,35.7195594764,139.6526168192
2014-03-31 13:26,35.7214909788,139.6538178363
2014-03-31 14:09,35.71957778930664,139.6516265869141
2014-04-01 00:18,35.7196787874,139.6535379885
2014-04-01 00:31,35.7130552157,139.704115308
2014-04-01 00:44,35.671135522,139.703215068
2014-04-01 00:57,35.6657654029,139.7109189711
2014-04-01 05:00,35.6654696466,139.7119357297
2014-04-01 09:58,35.7109732308,139.797566751
2014-04-01 10:42,35.7112557607,139.7990269133
2014-04-01 10:58,35.7135966337,139.8012150912
2014-04-01 11:03,35.7145218646,139.8022268587
2014-04-01 11:09,35.7158558367,139.803103316
2014-04-01 11:15,35.715241602,139.8035726321
2014-04-01 11:20,35.7148098306,139.8020741543
2014-04-01 11:26,35.713169751,139.8035885454
2014-04-01 11:32,35.7115612208,139.8019617206
2014-04-01 11:38,35.7105095959,139.8000428059
2014-04-01 11:44,35.7111278611,139.797866372
2014-04-01 11:50,35.711256187,139.7826212562
2014-04-01 11:56,35.712651962,139.7761269402
2014-04-01 12:01,35.7216129325,139.7781271424
2014-04-01 12:07,35.7376735671,139.7613768144
2014-04-01 12:13,35.7318452817,139.7284872176
2014-04-01 12:19,35.7141020777,139.7042422443
2014-04-01 12:25,35.7120417843,139.7034774744
2014-04-01 12:31,35.7152021579,139.6873882778
2014-04-01 12:37,35.7192804179,139.6647523051
2014-04-01 12:43,35.7196290454,139.6534656654
2014-04-02 00:13,35.7192436893,139.6516802466
2014-04-02 00:19,35.7108432227,139.6542527262
2014-04-02 00:25,35.7098511859,139.6688279263
2014-04-02 00:31,35.7103373567,139.6846115875
2014-04-02 00:37,35.6980645304,139.6831387252
2014-04-02 00:42,35.6841791895,139.686699839
2014-04-02 00:48,35.6708832129,139.6878138407
2014-04-02 00:54,35.6686141423,139.7005769734
2014-04-02 01:00,35.6671400231,139.7083748719
2014-04-02 03:00,35.6676385826,139.7113193347
2014-04-02 03:59,35.66561974,139.7120307417
2014-04-02 09:57,35.6665123036,139.7100641138
2014-04-02 10:02,35.6672308506,139.7080375247
2014-04-02 10:07,35.6653467758,139.7031085074
2014-04-02 10:12,35.6597074506,139.7021185191
2014-04-02 10:17,35.6575455152,139.7012383583
2014-04-02 11:12,35.6570220753,139.7004226212
2014-04-03 00:38,35.6565720613,139.6987997542
2014-04-03 00:43,35.6581657291,139.7033845891
2014-04-03 00:48,35.6604447204,139.7063221168
2014-04-03 00:54,35.6658950718,139.7112215088
2014-04-03 00:59,35.666865025,139.7089268421
2014-04-03 03:08,35.6661940004,139.7109210232
